act_id,act_name,section_name,act_name_std,section_name_std,act_issue_flag,old_act_id
3068,Protection of Children from Sexual Offences Act (POCSO),376,I.P.C.,376,0,NA
3070,Cr. P. C.,354,I.P.C.,354,0,NA
3075,Protection of Children from Sexual Offences Act (POCSO),21,POCSO Act,21,0,NA
3077,Protection of Children from Sexual Offences Act (POCSO),3,POCSO Act,3,0,NA
3080,Protection of Children from Sexual Offences Act (POCSO),9M,POCSO Act,9(m),0,NA
3081,Protection of Children from Sexual Offences Act (POCSO),16,POCSO Act,16,0,NA
3083,Protection of Children from Sexual Offences Act (POCSO),3b,POCSO Act,3(b),0,NA
3092,Protection of Children from Sexual Offences Act (POCSO),342,I.P.C.,342,0,NA
3093,Protection of Children from Sexual Offences Act (POCSO),354B,I.P.C.,354 B,0,NA
3094,Indian Penal Code,377D,I.P.C.,377 D,0,NA
3102,Protection of Children from Sexual Offences Act (POCSO),354A,I.P.C.,354 A,0,NA
3103,Indian Penal Code,453,I.P.C.,453,0,NA
3108,Protection of Children from Sexual Offences Act (POCSO),21(2),POCSO Act,21(2),0,NA
3113,Protection of Children from Sexual Offences Act (POCSO),6 POCSO ACT,POCSO Act,6,0,NA
3114,Indian Penal Code,142,I.P.C.,142,0,NA
3123,Protection of Children from Sexual Offences Act (POCSO),323,I.P.C.,323,0,NA
3124,Motor Vehicle Act,146,Motor Vehicles Act,146,0,NA
3125,Motor Vehicle Act,196,Motor Vehicles Act,196,0,NA
3126,Indian Penal Code,456,I.P.C.,456,0,NA
3130,Protection of Children from Sexual Offences Act (POCSO),354,I.P.C.,354,0,NA
3132,Indian Penal Code,442,I.P.C.,442,0,NA
3138,Indian Penal Code,509.506,I.P.C.,509/506,0,NA
3140,Protection of Children from Sexual Offences Act (POCSO),11,POCSO Act,11,0,NA
3141,Indian Penal Code,363365,I.P.C.,363/365,0,NA
3143,Cr. P. C.,8,POCSO Act,8,0,NA
3147,Protection of Children from Sexual Offences Act (POCSO),363,I.P.C.,363,0,NA
3148,Protection of Children from Sexual Offences Act (POCSO),11(i),POCSO Act,11(i),0,NA
3155,Mental Health Act 1987,6,POCSO Act,6,0,NA
3156,Mental Health Act 1987,85,Mental Health Act 1987,85,1,NA
3157,Protection of Children from Sexual Offences Act (POCSO),11 (1),POCSO Act,11(i),0,NA
3161,Protection of Children from Sexual Offences Act (POCSO),11(ii),POCSO Act,11(ii),0,NA
3162,Protection of Children from Sexual Offences Act (POCSO),19(i),POCSO Act,19(i),0,NA
3163,Protection of Children from Sexual Offences Act (POCSO),20,POCSO Act,20,0,NA
3164,Cr. P. C.,354D,I.P.C.,354 D,0,NA
3165,Cr. P. C.,506,I.P.C.,506,0,NA
3166,Cr. P. C.,34 IPC,I.P.C.,34,0,NA
3167,Protection of Children from Sexual Offences Act (POCSO),5M,POCSO Act,5(m),0,NA
3169,Indian Penal Code,376(2)JANDL506,I.P.C.,376(2)(j)/376(2)(l)/506,0,NA
3170,Indian Penal Code,118,I.P.C.,118,0,NA
3171,I.M.C. Act,354a,I.P.C.,354 A,0,NA
3176,Cr. P. C.,376,I.P.C.,376,0,NA
3181,Indian Penal Code,376 A,I.P.C.,376 A,0,NA
3188,Protection of Children from Sexual Offences Act (POCSO),377,I.P.C.,377,0,NA
3196,Protection of Children from Sexual Offences Act (POCSO),354D,I.P.C.,354D,0,NA
3200,Protection of Children from Sexual Offences Act (POCSO),353,I.P.C.,353,0,NA
3201,Protection of Children from Sexual Offences Act (POCSO),451,I.P.C.,451,0,NA
3202,Indian Penal Code,326B,I.P.C.,326B,1,NA
3203,Protection of Children from Sexual Offences Act (POCSO),5(G)6(L),POCSO Act,5(g)/5(l),0,NA
3204,Protection of Children from Sexual Offences Act (POCSO),10(M),POCSO Act,9(m)/10,0,NA
3206,SC/ST Prevention of Attrocities Act 1989,3(2)(va),"SC/ST Amendment Act, 2015",3(2)(va),0,NA
3208,Indian Penal Code,16B,I.P.C.,16B,1,NA
3209,Indian Penal Code,79,I.P.C.,79,0,NA
3212,Indian Penal Code,357,I.P.C.,357,0,NA
3220,Indian Penal Code,266A,I.P.C.,366 A,0,NA
3226,IPC,324,I.P.C.,324,0,NA
3227,The Protection of Children from Sexual Offences Act 2012,8,POCSO Act,8,0,NA
3228,The Protection of Children from Sexual Offences Act 2012,4,POCSO Act,4,0,NA
3229,The Protection of Children from Sexual Offences Act 2012,10,POCSO Act,10,0,NA
3230,The Protection of Children from Sexual Offences Act 2012,21,POCSO Act,21,0,NA
3231,The Protection of Children from Sexual Offences Act 2012,12,POCSO Act,12,0,NA
3232,The Protection of Children from Sexual Offences Act 2012,6,POCSO Act,6,0,NA
3233,The Protection of Children from Sexual Offences Act 2012,16,POCSO Act,16,0,NA
3234,IPC,376(2)(M),I.P.C.,376(2)(m),0,NA
3235,IPC,372,I.P.C.,372,0,NA
3236,IPC,363.376,I.P.C.,363/376,0,NA
3237,The Protection of Children from Sexual Offences Act 2012,7,POCSO Act,7,0,NA
3238,The Protection of Children from Sexual Offences Act 2012,18,POCSO Act,18,0,NA
3239,The Protection of Children from Sexual Offences Act 2012,21(1),POCSO Act,21(1),0,NA
3240,The Protection of Children from Sexual Offences Act 2012,4POCSO,POCSO Act,4,0,NA
3241,IPC,406,I.P.C.,406,0,NA
3242,IPC,374B,I.P.C.,374 B,0,NA
3243,IPC,174,I.P.C.,174,0,NA
3244,IPC,498A,I.P.C.,498 A,0,NA
3245,IPC,465,I.P.C.,465,0,NA
3246,IPC,468,I.P.C.,468,0,NA
3247,IPC,471,I.P.C.,471,0,NA
3248,IPC,494,I.P.C.,494,0,NA
3249,IPC,376F,I.P.C.,376F,1,NA
3251,IPC,308,I.P.C.,308,0,NA
3252,IPC,376E,I.P.C.,376 E,0,NA
3253,IPC,12,I.P.C.,12,1,NA
3254,The Protection of Children from Sexual Offences Act 2012,376,I.P.C.,376,0,NA
3255,The Protection of Children from Sexual Offences Act 2012,363,I.P.C.,363,0,NA
3256,The Protection of Children from Sexual Offences Act 2012,174A,I.P.C.,174 A,0,NA
3257,The Protection of Children from Sexual Offences Act 2012,6(L),POCSO Act,5(l),0,NA
3258,The Protection of Children from Sexual Offences Act 2012,20,POCSO Act,20,0,NA
3259,IPC,376(2)(I),I.P.C.,376(2)(I),0,NA
3260,The Protection of Children from Sexual Offences Act 2012,---,POCSO Act,---,1,NA
3261,IPC,376(2)(F)(H),I.P.C.,376(2)(f)/376(2)(h),0,NA
3262,The Protection of Children from Sexual Offences Act 2012,354D,I.P.C.,354 D,0,NA
3263,The Protection of Children from Sexual Offences Act 2012,354A,I.P.C.,354 A,0,NA
3264,Information Technology Act,67B(E),Information Technology Act,67 B(e),0,NA
3265,IPC,306,I.P.C.,306,0,NA
3266,The Protection of Children from Sexual Offences Act 2012,10 POCSO ACT,POCSO Act,10,0,NA
3267,The Protection of Children from Sexual Offences Act 2012,17,POCSO Act,17,0,NA
3268,The Protection of Children from Sexual Offences Act 2012,6,POCSO Act,6,0,NA
3270,IPC,363.366.376,I.P.C.,363/366/376,0,NA
3271,The Protection of Children from Sexual Offences Act 2012,5K,POCSO Act,5(k),0,NA
3272,The Protection of Children from Sexual Offences Act 2012,323,I.P.C.,323,0,NA
3273,The Protection of Children from Sexual Offences Act 2012,452,I.P.C.,452,0,NA
3274,The Protection of Children from Sexual Offences Act 2012,506,I.P.C.,506,0,NA
3276,The Protection of Children from Sexual Offences Act 2012,8Pocso,POCSO Act,8,0,NA
3277,IPC,376(F)(I)(N),I.P.C.,376(2)(f)/376(2)(l)/376(2)(n),0,NA
3278,The Protection of Children from Sexual Offences Act 2012,6(I)(M),POCSO Act,5(I)/5(m),0,NA
3279,IPC,376(2)(G),I.P.C.,376(2)(g),0,NA
3280,IPC,354.354A.341,I.P.C.,354/354 A/341,0,NA
3281,IPC,506IPC,I.P.C.,506,0,NA
3282,The Protection of Children from Sexual Offences Act 2012,363/506/376,I.P.C.,363/506/376,0,NA
3283,The Protection of Children from Sexual Offences Act 2012,6 POCSO,POCSO Act,6,0,NA
3284,The Protection of Children from Sexual Offences Act 2012,22,POCSO Act,22,0,NA
3285,The Protection of Children from Sexual Offences Act 2012,103,I.P.C.,103,0,NA
3286,IPC,354(B),I.P.C.,354 B,0,NA
3293,IPC,448,I.P.C.,448,0,NA
3294,The Protection of Children from Sexual Offences Act 2012,376/354DIPC,I.P.C.,376/354 D,0,NA
3295,The Protection of Children from Sexual Offences Act 2012,6 POCSO ACT,POCSO Act,6,0,NA
3296,IPC,294,I.P.C.,294,0,NA
3297,IPC,254,I.P.C.,254,0,NA
3298,The Protection of Children from Sexual Offences Act 2012,354B,I.P.C.,354 B,0,NA
3299,The Protection of Children from Sexual Offences Act 2012,34IPC,I.P.C.,34,0,NA
3300,Partition,---,Partition,---,1,NA
3301,IPC,376(2)(N),I.P.C.,376(2)(n),0,NA
3304,IPC,366(A),I.P.C.,366 A,0,NA
3305,IPC,370(A),I.P.C.,370 A,0,NA
3306,IPC,376(2)1,I.P.C.,376(2)1,1,NA
3307,IPC,364A,I.P.C.,364 A,0,NA
3308,IPC,419,I.P.C.,419,0,NA
3309,IPC,386,I.P.C.,386,0,NA
3310,IPC,376(2)i,I.P.C.,376(2)(i),0,NA
3311,IPC,354(D),I.P.C.,354 D,0,NA
3312,IPC,376.354.506,I.P.C.,376/354/506,0,NA
3313,IPC,509IPC,I.P.C.,509,0,NA
3314,The Protection of Children from Sexual Offences Act 2012,12 POCSO ACT,POCSO Act,12,0,NA
3315,The Protection of Children from Sexual Offences Act 2012,354,I.P.C.,354,0,NA
3316,The Protection of Children from Sexual Offences Act 2012,509,I.P.C.,509,0,NA
3317,IPC,393,I.P.C.,393,0,NA
3318,IPC,376.363,I.P.C.,376/363,0,NA
3319,The Protection of Children from Sexual Offences Act 2012,14,POCSO Act,14,0,NA
3320,IPC,354IPC,I.P.C.,354,0,NA
3321,IPC,417,I.P.C.,417,0,NA
3322,The Protection of Children from Sexual Offences Act 2012,324,I.P.C.,324,0,NA
3323,The Protection of Children from Sexual Offences Act 2012,342,I.P.C.,342,0,NA
3324,IPC,376(2)(d),I.P.C.,376(2)(d),0,NA
3326,IPC,507,I.P.C.,507,0,NA
3327,The Protection of Children from Sexual Offences Act 2012,366A,I.P.C.,366 A,0,NA
3328,IPC,195A,I.P.C.,195 A,0,NA
3329,IPC,394,I.P.C.,394,0,NA
3330,The Protection of Children from Sexual Offences Act 2012,06 POCSO ACT,POCSO Act,6,0,NA
3334,IPC,354a,I.P.C.,354 A,0,NA
3335,The Protection of Children from Sexual Offences Act 2012,12 pocso,POCSO Act,12,0,NA
3336,IPC,376DA,I.P.C.,376 DA,0,NA
3337,The Protection of Children from Sexual Offences Act 2012,367/377/506,I.P.C.,367/377/506,0,NA
3338,IPC,363A,I.P.C.,363 A,0,NA
3339,IPC,154,I.P.C.,154,0,NA
3340,Protection of Child from Sexual Offence Act-2012,8,POCSO Act,8,0,NA
3341,Protection of Child from Sexual Offence Act-2012,10,POCSO Act,10,0,NA
3342,Protection of Child from Sexual Offence Act-2012,12,POCSO Act,12,0,NA
3343,Protection of Child from Sexual Offence Act-2012,4,POCSO Act,4,0,NA
3344,Protection of Child from Sexual Offence Act-2012,6,POCSO Act,6,0,NA
3349,IPC,229,I.P.C.,229,0,NA
3350,Protection of Child from Sexual Offence Act-2012,396,I.P.C.,396,0,NA
3353,Protection of Child from Sexual Offence Act-2012,398,I.P.C.,398,0,NA
3357,Protection of Child from Sexual Offence Act-2012,---,POCSO Act,---,1,NA
3358,Protection of Child from Sexual Offence Act-2012,17,POCSO Act,17,0,NA
3359,Protection of Child from Sexual Offence Act-2012,397,I.P.C.,397,0,NA
3360,IPC,253,I.P.C.,253,0,NA
3362,IPC,376(2)n,I.P.C.,376(2)(n),0,NA
3363,IPC,234,I.P.C.,234,0,NA
3364,Protection of Child from Sexual Offence Act-2012,395,I.P.C.,395,0,NA
3365,Protection of Child from Sexual Offence Act-2012,14(1),POCSO Act,14(1),0,NA
3367,Protection of Child from Sexual Offence Act-2012,21,POCSO Act,21,0,NA
3368,Protection of Child from Sexual Offence Act-2012,7,POCSO Act,7,0,NA
3369,Immoral Traffic Prevention Act,7,ITPA,7,0,NA
3370,IPC,342506,I.P.C.,342/506,0,NA
3371,Protection of Child from Sexual Offence Act-2012,14(5),POCSO Act,14(5),0,NA
3372,IPC,219,I.P.C.,219,0,NA
3374,Protection of Child from Sexual Offence Act-2012,5G,POCSO Act,5(g),0,NA
3379,Protection of Child from Sexual Offence Act-2012,16,POCSO Act,16,0,NA
3380,IPC,376(2n),I.P.C.,376(2)(n),0,NA
3384,Protection of Child from Sexual Offence Act-2012,18,POCSO Act,18,0,NA
3386,Protection of Child from Sexual Offence Act-2012,14,POCSO Act,14,0,NA
3387,IPC,239,I.P.C.,239,0,NA
3388,IPC,249,I.P.C.,249,0,NA
3392,IPC,376(2)h,I.P.C.,376(2)(h),0,NA
3396,Protection of Child from Sexual Offence Act-2012,3,POCSO Act,3,0,NA
3397,IPC,204,I.P.C.,204,0,NA
3398,Protection of Child from Sexual Offence Act-2012,11(IV),POCSO Act,11(iv),0,NA
3399,Protection of Child from Sexual Offence Act-2012,5,POCSO Act,5,0,NA
3409,IPC,304,I.P.C.,304,0,NA
3411,IPC,376n,I.P.C.,376(2)(n),0,NA
3412,IPC,260,I.P.C.,260,0,NA
3417,Protection of Child from Sexual Offence Act-2012,11,POCSO Act,11,0,NA
3418,IPC,376(2)(i) 7 (N),I.P.C.,376(2)(i)/376(2)(n),0,NA
3419,Protection of Child from Sexual Offence Act-2012,394,I.P.C.,394,0,NA
3420,IPC,266,I.P.C.,266,0,NA
3424,IPC,354-B,I.P.C.,354 B,0,NA
3425,IPC,241,I.P.C.,241,0,NA
3426,IPC,354/A,I.P.C.,354/A,0,NA
3444,IPC,447,I.P.C.,447,0,NA
3445,IPC,54A,I.P.C.,354 A,0,NA
3448,IPC,354(A),I.P.C.,354 A,0,NA
3452,Protection of Child from Sexual Offence Act-2012,3b4,POCSO Act,3(b)/4,0,NA
3453,IPC,376(2)N,I.P.C.,376(2)(n),0,NA
3468,Protection of Child from Sexual Offence Act-2012,6M,POCSO Act,5(m),0,NA
3470,Protection of Child from Sexual Offence Act-2012,19,POCSO Act,19,0,NA
3475,IPC,2n,I.P.C.,2n,1,NA
3484,IPC,376(2)(n)(h),I.P.C.,376(2)(n)/376(2)(h),0,NA
3485,Protection of Child from Sexual Offence Act-2012,5(j)(II)(L),POCSO Act,5(j)(ii)/5(l),0,NA
3487,IPC,541,I.P.C.,541,1,NA
3492,Immoral Traffic Prevention Act,363,I.P.C.,363,0,NA
3493,Immoral Traffic Prevention Act,366A,I.P.C.,366 A,0,NA
3494,Immoral Traffic Prevention Act,368,I.P.C.,368,0,NA
3495,Immoral Traffic Prevention Act,372,I.P.C.,372,0,NA
3496,Immoral Traffic Prevention Act,370,I.P.C.,370,0,NA
3497,Immoral Traffic Prevention Act,376,I.P.C.,376,0,NA
3498,IPC,376-AB,I.P.C.,376 AB,0,NA
3512,IPC,450,I.P.C.,450,0,NA
3523,SC/ST(Prevention of attrocities) Act 1989,3(1),SC/ST Act,3(1),1,NA
3527,IPC,B,I.P.C.,B,1,NA
3528,IPC,376-D,I.P.C.,376 D,0,NA
3534,IPC,376(2N),I.P.C.,376(2)(n),0,NA
3536,IPC,397,I.P.C.,397,0,NA
3538,IPC,292,I.P.C.,292,0,NA
3539,Protection of Child from Sexual Offence Act-2012,9,POCSO Act,9,0,NA
3542,IPC,354A.354B,I.P.C.,354 A/354 B,0,NA
3546,IPC,370(4),I.P.C.,370(4),0,NA
3547,IPC,366-A,I.P.C.,366 A,0,NA
3549,Protection of Child from Sexual Offence Act-2012,354,I.P.C.,354,0,NA
3553,Protection of Child from Sexual Offence Act-2012,9(i),POCSO Act,9(i),0,NA
3554,Prohibition of Child Marraige Act,9,PCMA,9,0,NA
3562,Protection of Child from Sexual Offence Act-2012,6l,POCSO Act,5(l),0,NA
3569,IPC,376(2)(a),I.P.C.,376(2)(a),0,NA
3574,IPC,228A,I.P.C.,228 A,0,NA
3591,IPC,459,I.P.C.,459,0,NA
3605,IPC,178,I.P.C.,178,0,NA
3606,Immoral Traffic Prevention Act,---,ITPA,---,1,NA
3609,IPC,120,I.P.C.,120,0,NA
3628,IPC,376 (2) (F),I.P.C.,376 (2) (F),0,NA
3629,IPC,366a,I.P.C.,366 A,0,NA
3630,IPC,376 (D),I.P.C.,376 (D),0,NA
3639,IPC,354 (D),I.P.C.,354 (D),0,NA
3640,Dowry Prohibition Act,4,Dowry Prohibition Act,4,0,NA
3641,IPC,376/354A,I.P.C.,376/354 A,0,NA
3642,Protection of Child from Sexual Offence Act-2012,4,POCSO Act,4,0,NA
3643,Protection of Child from Sexual Offence Act-2012,6,POCSO Act,6,0,NA
3644,IPC,176,I.P.C.,176,0,NA
3645,IPC,175,I.P.C.,175,0,NA
3646,IPC,452/323/354,I.P.C.,452/323/354,0,NA
3647,IPC,0,I.P.C.,0,1,NA
3648,IPC,398A,I.P.C.,398 A,0,NA
3649,IPC,406/34 IPC,I.P.C.,406/34,0,NA
3650,IPC,354/354-B,I.P.C.,354/354 B,0,NA
3651,IPC,377A,I.P.C.,377A,0,NA
3652,IPC,376 D,I.P.C.,376 D,0,NA
3653,IPC,12B,I.P.C.,120 B,0,NA
3654,IPC,506/174A,I.P.C.,506/174 A,0,NA
3655,IPC,376(2)(F),I.P.C.,376(2)(f),0,NA
3657,IPC,498,I.P.C.,498,0,NA
3658,IPC,376 (2) (d),I.P.C.,376(2)(d),0,NA
3661,SC/ST(Prevention of attrocities) Act 1989,(1)(R),"SC/ST Amendment Act, 2015",3(1)(r),0,NA
3664,IPC,354/354B,I.P.C.,354/354 B,0,NA
3665,Indian Arms Act 1959,---,Arms Act,---,1,NA
3666,Protection of Child from Sexual Offence Act-2012,0,POCSO Act,0,1,NA
3667,IPC,279/323/341,I.P.C.,279/323/341,0,NA
3668,Motor Vehicle Act,185,Motor Vehicles Act,185,0,NA
3669,IPC,376(ii),I.P.C.,376(2),0,NA
3670,IPC,212,I.P.C.,212,0,NA
3672,Protection of Child from Sexual Offence Act-2012,366,I.P.C.,366,0,NA
3673,Protection of Child from Sexual Offence Act-2012,5(m),POCSO Act,5(m),0,NA
3674,IPC,364,I.P.C.,364,0,NA
3675,Prohibition of Child Marraige Act,11,PCMA,11,0,NA
3676,IPC,354SD,I.P.C.,354 D,0,NA
3677,IPC,102,I.P.C.,102,0,NA
3680,IPC,363/342/323,I.P.C.,363/342/323,0,NA
3681,IPC,363/376,I.P.C.,363/376,0,NA
3682,Prohibition of Child Marraige Act,10,PCMA,10,0,NA
3683,IPC,114,I.P.C.,114,0,NA
3684,IPC,363/366/368,I.P.C.,363/366/368,0,NA
3685,IPC,376/120B,I.P.C.,376/120 B,0,NA
3686,IPC,366(2),I.P.C.,366(2),0,NA
3687,IPC,209,I.P.C.,209,0,NA
3688,Protection of Child from Sexual Offence Act-2012,0,POCSO Act,0,1,NA
3690,IPC,354A354D,I.P.C.,354 A/354 D,0,NA
3694,IPC,376/313/316,I.P.C.,376/313/316,0,NA
3697,IPC,376(C),I.P.C.,376 C,0,NA
3698,Protection of Child from Sexual Offence Act-2012,8,POCSO Act,8,0,NA
3699,Public Premises Act 1971,---,Public Premises Act 1971,---,1,NA
3700,IPC,240,I.P.C.,240,0,NA
3702,IPC,318,I.P.C.,318,0,NA
3703,IPC,238,I.P.C.,238,0,NA
3704,IPC,346(2),I.P.C.,346(2),0,NA
3705,IPC,376(AB),I.P.C.,376 AB,0,NA
3706,IPC,363.109.376,I.P.C.,363/109/376,0,NA
3708,IPC,351,I.P.C.,351,0,NA
3714,IPC,376(2)(N,I.P.C.,376(2)(n),0,NA
3715,Child Labour Act,---,Child Labour (Prohibition and Regulation) Act,---,1,NA
3717,IPC,376/354/506,I.P.C.,376/354/506,0,NA
3718,IPC,509/325,I.P.C.,509/325,0,NA
3719,Child Marriage Restraint Act 1929,---,CMRA,---,1,NA
3720,IPC,554A,I.P.C.,354 A,0,NA
3721,IPC,354b,I.P.C.,354 B,0,NA
3723,IPC,328/342/376,I.P.C.,328/342/376,0,NA
3724,IPC,336,I.P.C.,336,0,NA
3725,IPC,354d,I.P.C.,354 D,0,NA
3726,Immoral Traffic Prevention Act,506,I.P.C.,506,0,NA
3727,IPC,363/366/342,I.P.C.,363/366/342,0,NA
3728,IPC,376/34,I.P.C.,376/34,0,NA
3732,IPC,355,I.P.C.,355,0,NA
3733,IPC,354/354D,I.P.C.,354/354 D,0,NA
3734,IPC,366(2)N,I.P.C.,366(2)(n),0,NA
3735,IPC,109 r,I.P.C.,109,0,NA
3736,IPC,w 376,I.P.C.,376,0,NA
3737,IPC,354.354A,I.P.C.,354/354A,0,NA
3742,Protection of Child from Sexual Offence Act-2012,363/376,I.P.C.,363/376,0,NA
3743,IPC,376d,I.P.C.,376 D,0,NA
3744,IPC,376/366A/363,I.P.C.,376/366 A/363,0,NA
3745,IPC,343/323/506,I.P.C.,343/323/506,0,NA
3746,IPC,363376,I.P.C.,363/376,0,NA
3747,IPC,353,I.P.C.,353,0,NA
3748,IPC,363/354/323,I.P.C.,363/354/323,0,NA
3749,Information Technology Act,---,Information Technology Act,---,1,NA
3756,IPC,385,I.P.C.,385,0,NA
3758,IPC,/376 (3),I.P.C.,376(3),0,NA
3759,IPC,354A/354,I.P.C.,354 A/354,0,NA
3760,IPC,120 B,I.P.C.,120 B,0,NA
3761,IPC,174 A,I.P.C.,174 A,0,NA
3762,"Juvenile Justice Amended Act, 2006",84,"JJ Act, 2015",84,0,NA
3768,IPC,376 (2) (I),I.P.C.,376(2)(I),0,NA
3769,IPC,376/506,I.P.C.,376/506,0,NA
3770,IPC,363/366A,I.P.C.,363/366 A,0,NA
3771,IPC,314,I.P.C.,314,0,NA
3782,IPC,119,I.P.C.,109,0,NA
3783,IPC,354 B,I.P.C.,354 B,0,NA
3784,IPC,354/201/376,I.P.C.,354/201/376,0,NA
3786,IPC,376-2,I.P.C.,376(2),0,NA
3787,IPC,326A,I.P.C.,326 A,0,NA
3788,IPC,376I,I.P.C.,376I,1,NA
3789,IPC,363/366,I.P.C.,363/366,0,NA
3790,Protection of Child from Sexual Offence Act-2012,323/354/451,I.P.C.,323/354/451,0,NA
3792,Prohibition of Child Marraige Act,---,PCMA,---,1,NA
3793,Prevention Of Child Sexual Offence,4,POCSO Act,4,0,NA
3794,Prevention Of Child Sexual Offence,6,POCSO Act,6,0,NA
3795,Prevention Of Child Sexual Offence,8,POCSO Act,8,0,NA
3796,Prevention Of Child Sexual Offence,12,POCSO Act,12,0,NA
3797,Prevention Of Child Sexual Offence,7,POCSO Act,7,0,NA
3798,Prevention Of Child Sexual Offence,10,POCSO Act,10,0,NA
3799,"Indian Telegraph Act,1855",377,I.P.C.,377,0,NA
3800,Prevention Of Child Sexual Offence,3,POCSO Act,3,0,NA
3801,Prevention Of Child Sexual Offence,5,POCSO Act,5,0,NA
3802,Prevention Of Child Sexual Offence,9,POCSO Act,9,0,NA
3803,Prevention Of Child Sexual Offence,15,POCSO Act,15,0,NA
3804,Cr. P. C.,6,POCSO Act,6,0,NA
3805,Prevention Of Child Sexual Offence,21,POCSO Act,21,0,NA
3806,"Juvenile Justice (Care and protection of children) Act, 2015",75,"JJ Act, 2015",75,0,NA
3807,Prevention Of Child Sexual Offence,17,POCSO Act,17,0,NA
3809,Indian Penal Code,323/363/376,I.P.C.,323/363/376,0,NA
3810,Indian Penal Code,376/323,I.P.C.,376/323,0,NA
3811,Indian Penal Code,34/506,I.P.C.,34/506,0,NA
3812,Prevention Of Child Sexual Offence,14,POCSO Act,14,0,NA
3813,Prevention Of Child Sexual Offence,11(IV),POCSO Act,11(iv),0,NA
3814,Indian Penal Code,363/342/376,I.P.C.,363/342/376,0,NA
3816,Prevention Of Child Sexual Offence,376,I.P.C.,376,0,NA
3817,Prevention Of Child Sexual Offence,342,I.P.C.,342,0,NA
3818,Hindu Marriage Act 1956,34,Hindu Marriage Act 1956,34,1,NA
3819,Indian Penal Code,451/354/506,I.P.C.,451/354/506,0,NA
3820,Indian Penal Code,342/34,I.P.C.,342/34,0,NA
3821,Prevention Of Child Sexual Offence,11,POCSO Act,11,0,NA
3822,Indian Penal Code,292A,I.P.C.,292,0,NA
3824,Prevention Of Child Sexual Offence,363,I.P.C.,363,0,NA
3825,Prevention Of Child Sexual Offence,19,POCSO Act,19,0,NA
3826,Indian Penal Code,354D/506/509,I.P.C.,354 D/506/509,0,NA
3827,Indian Penal Code,3762m,I.P.C.,376(2)(m),0,NA
3828,Indian Penal Code,376DA/342,I.P.C.,376 DA/342,0,NA
3829,Prevention Of Child Sexual Offence,6 POCSO ACT,POCSO Act,6,0,NA
3830,Madras Public Property Malversation Act 1837,---,Madras Public Property Malversation Act 1837,---,1,NA
3831,Indian Penal Code,363/376,I.P.C.,363/376,0,NA
3832,Indian Penal Code,451/354/354a,I.P.C.,451/354/354 A,0,NA
3833,Indian Penal Code,354B/354D,I.P.C.,354 B/354 D,0,NA
3834,Indian Penal Code,354 & 354B,I.P.C.,354/354 B,0,NA
3835,Prevention Of Child Sexual Offence,34,I.P.C.,34,0,NA
3836,Protection of Children from Sexual Offence Act 2012,376,I.P.C.,376,0,NA
3837,Protection of Children from Sexual Offence Act 2012,511,I.P.C.,511,0,NA
3838,Protection of Children from Sexual Offence Act 2012,8pocso,POCSO Act,8,0,NA
3839,Protection of Children from Sexual Offence Act 2012,4ofpocso,POCSO Act,4,0,NA
3840,Protection of Children from Sexual Offence Act 2012,pocso,POCSO Act,pocso,1,NA
3841,Protection of Children from Sexual Offence Act 2012,Act,POCSO Act,Act,1,NA
3842,Protection of Children from Sexual Offence Act 2012,366(A),POCSO Act,366 A,1,NA
3843,Protection of Children from Sexual Offence Act 2012,POCSo,POCSO Act,POCSo,1,NA
3844,Protection of Children from Sexual Offence Act 2012,448IPC,I.P.C.,448,0,NA
3845,Protection of Children from Sexual Offence Act 2012,34,I.P.C.,34,0,NA
3846,Protection of Children from Sexual Offence Act 2012,366,I.P.C.,366,0,NA
3847,Protection of Children from Sexual Offence Act 2012,4pocso,POCSO Act,4,0,NA
3850,Protection of Children,12,POCSO Act,12,0,NA
3851,Protection of Children from Sexual Offence Act 2012,342,I.P.C.,342,0,NA
3852,Protection of Children from Sexual Offence Act 2012,506,I.P.C.,506,0,NA
3853,Protection of Children from Sexual Offence Act 2012,4POCSO,POCSO Act,4,0,NA
3854,Protection of Children from Sexual Offence Act 2012,493,I.P.C.,493,0,NA
3855,Protection of Children from Sexual Offence Act 2012,6pocsoAct,POCSO Act,6,0,NA
3856,Protection of Children from Sexual Offence Act 2012,366(A0,I.P.C.,366 A,0,NA
3857,Protection of Children from Sexual Offence Act 2012,8ofpocso,POCSO Act,8,0,NA
3858,Protection of Children from Sexual Offence Act 2012,448,I.P.C.,448,0,NA
3859,Protection of Children from Sexual Offence Act 2012,420,I.P.C.,420,0,NA
3860,Protection of Children from Sexual Offence Act 2012,12pocso,POCSO Act,12,0,NA
3861,Protection of Children from Sexual Offence Act 2012,325,I.P.C.,325,0,NA
3862,Protection of Children from Sexual Offence Act 2012,294,I.P.C.,294,0,NA
3863,Protection of Children from Sexual Offence Act 2012,354,I.P.C.,354,0,NA
3864,Protection of Children from Sexual Offence Act 2012,pocsoact,POCSO Act,pocsoact,1,NA
3865,Protection of Children from Sexual Offence Act 2012,4Ofpocso,POCSO Act,4,0,NA
3867,Protection of Children from Sexual Offence Act 2012,act,POCSO Act,act,1,NA
3868,Protection of Children from Sexual Offence Act 2012,376(2),POCSO Act,376(2),1,NA
3869,Protection of Children from Sexual Offence Act 2012,(i),POCSO Act,(i),1,NA
