cino,offence_type,offfence_category
ASGL010007522017,APSA,I
ASGL010007672017,PSA + Storage of CP,I
ASGL010008022016,PSA,I
ASGL010008042019,SA,I
ASGL010008132015,PSA,I
ASGL010008132019,APSA,I
ASGL010008142015,APSA,I
ASGL010008162018,PSA,I
ASGL010008172015,APSA,I
ASGL010008182018,PSA,I
ASGL010008242015,PSA,I
ASGL010008272015,APSA,I
ASGL010008282015,APSA,I
ASGL010008292015,PSA,I
ASGL010008302015,PSA,I
ASGL010008322015,SA,I
ASGL010008332015,APSA,I
ASGL010008342015,PSA,I
ASGL010008372018,SA,I
ASGL010008392018,SA,I
ASGL010008412018,PSA,I
ASGL010008422018,SA,I
ASGL010008692018,SA,I
ASGL010008732017,SA,I
ASGL010004222014,APSA,I
ASGL010008902019,SA,I
ASGL010009122016,PSA,I
ASGL010009162016,PSA,I
ASGL010009172016,SA,I
ASGL010009402019,PSA,I
ASGL010009682018,PSA,I
ASGL010009792017,PSA,I
ASGL010009912018,PSA,I
ASGL010009992017,PSA,I
ASGL010010072018,PSA,I
ASGL010010072019,PSA,I
ASGL010010462018,SA,I
ASGL010010462019,APSA,I
ASGL010011202017,SA,I
ASGL010011392018,PSA,I
ASGL010011402019,PSA,I
ASGL010012582019,PSA,I
ASGL010013432019,PSA,I
ASGL010004432017,ASA,I
ASGL010013442019,SA,I
ASKJ010001152016,PSA,I
ASKJ010001722016,Not Available,Offence not known
ASKJ010001772016,Not Available,Offence not known
ASKJ010002372017,PSA,I
ASKJ010003162016,Not Available,Offence not known
ASKJ010003372015,SH,I
ASKJ010003752016,Not Available,Offence not known
ASKJ010003852016,PSA,I
ASKJ010004142017,PSA,I
ASKJ010004292014,APSA,I
ASKJ010004692016,Not Available,Offence not known
ASKJ010004852016,Not Available,Offence not known
ASKJ010005032016,Not Available,Offence not known
ASKJ010005152016,Not Available,Offence not known
ASKJ010005282016,Not Available,Offence not known
ASKJ010005372016,Not Available,Offence not known
ASKJ010005672015,SA,I
ASKJ010005692016,Not Available,Offence not known
ASKJ010005832015,APSA,I
ASKJ010006732016,Not Available,Offence not known
ASKJ010007032015,SA + CP,I
ASKJ010007272017,PSA,I
ASKJ010010812018,APSA,I
ASKR010000852019,PSA,I
ASKR010010842019,PSA,I
ASGL010005322016,PSA,I
ASGL010005672016,PSA,I
ASGL010006632016,ASA,I
ASGL010011592017,PSA,I
ASGL010008352018,SA,I
ASGL010009972018,PSA,I
ASGL010012172018,PSA,I
ASGL010001922019,SH,I
ASGL010005362016,PSA,I
ASGL010005682019,ASA,I
ASGL010007912019,SA,I
ASGL010000322016,PSA,I
ASGL010002872018,PSA,I
ASGL010003642017,SA,I
ASGL010005282016,SA,I
ASGL010005292016,PSA,I
ASGL010005512016,PSA,I
ASGL010005902016,PSA,I
ASGL010009112016,PSA,I
ASGL010009962016,APSA,I
ASGL010009992016,PSA,I
ASGL010010822016,PSA,I
ASGL010000312016,SA,I
ASGL010000502018,APSA,I
ASGL010000812017,SA,I
ASGL010001012016,APSA,I
ASGL010003192017,APSA,I
ASGL010004182018,PSA,I
ASGL010005382017,SA,I
ASGL010005632016,SA,I
ASGL010005792016,PSA,I
ASGL010008012016,PSA,I
ASGL010008312015,APSA,I
ASGL010009142016,PSA,I
ASGL010010832016,PSA,I
ASKJ010005812016,Not Available,Offence not known
ASKR010002472019,PSA,I
ASKJ010002272016,Not Available,Offence not known
ASKJ010005382016,Not Available,Offence not known
ASKJ010005982016,Not Available,Offence not known
ASKJ010006382016,Not Available,Offence not known
ASKJ010006662016,Not Available,Offence not known
ASKJ010012622018,APSA,I
ASGL010005302016,PSA,I
ASGL010007302016,APSA,I
ASGL010005912019,APSA,I
ASGL010006902019,SA,I
ASGL010006912019,PSA,I
ASGL010010062019,SA,I
ASGL010012492019,SA,I
ASKJ010006842015,Not Available,Offence not known
ASGL010000512018,APSA,I
ASGL010004502018,APSA,I
ASKR010007292019,PSA,I
ASGL010005452016,PSA,I
ASGL010009152016,PSA,I
ASKJ010004122014,SA,I
ASGL010005622016,Not Available,Offence not known
ASGL010005962019,PSA,I
ASGL010008032019,SA,I
ASGL010000562020,PSA,I
ASGL010000572020,PSA,I
ASGL010000592020,APSA,I
ASGL010000602020,APSA,I
ASGL010000762020,PSA,I
ASGL010000772020,SA,I
ASGL010000802020,PSA,I
ASGL010000942020,SA,I
ASGL010000982020,PSA,I
ASGL010001302020,PSA,I
ASGL010001402020,PSA,I
ASGL010001892020,PSA,I
ASGL010001912020,PSA,I
ASGL010002052020,PSA,I
ASGL010002362020,APSA,I
ASKJ010000462020,PSA,I
ASKJ010000522020,PSA,I
ASKJ010001942020,APSA,I
ASKJ010001952020,SA,I
ASKJ010002072020,APSA,I
ASKJ010002192020,PSA,I
ASKJ010002522020,PSA,I
ASKR010000292020,PSA,I
ASKR010000352020,ASA,I
ASKR010000432020,PSA,I
ASKR010000442020,SA,I
ASKR010000582020,PSA,I
ASKR010000622020,APSA,I
ASKR010001382020,PSA,I
ASKR010001742020,APSA,I
ASKR010002052020,SA,I
ASKR010004062016,PSA,I
ASNL010005572013,PSA,I
ASKR010004002014,PSA,I
ASNL010003392014,SA,I
ASKR010000812015,PSA,I
ASKR010004132016,PSA,I
ASKR060000392015,PSA,I
ASKR060000772017,SA,I
ASLK010008552015,SA,I
ASMR010002532015,PSA,I
ASMR010004142015,PSA,I
ASNL010003512015,PSA,I
ASNL010003522015,PSA,I
ASNL010003542015,PSA,I
ASNL010004362015,PSA,I
ASNL010007422015,PSA,I
ASNL010010202015,PSA,I
ASKR010000092016,PSA,I
ASKR010000142016,APSA,I
ASKR010002462016,PSA,I
ASKR010003342016,SA,I
ASKR010004102016,PSA,I
ASKR060000772018,PSA,I
ASLK010004062016,PSA,I
ASLK010006752016,APSA,I
ASLK010007482016,SA,I
ASLK010007552016,PSA,I
ASLK010007672016,PSA,I
ASLK010008972016,SA,I
ASLK010009302016,PSA,I
ASLK010010132016,PSA,I
ASLK010010142016,PSA,I
ASLK010010452016,PSA,I
ASLK010010472016,PSA,I
ASLK010013252016,SA,I
ASLK010013272016,SA,I
ASLK010013312016,SA,I
ASMR010000412016,SH,I
ASMR010000852016,PSA,I
ASMR010001902016,PSA,I
ASMR010005452016,SH,I
ASMR010005482016,PSA,I
ASMR010005492016,PSA,I
ASMR010005892016,PSA,I
ASMR010005922016,PSA,I
ASMR010005932016,PSA,I
ASMR010008502016,APSA,I
ASNL010011102016,SA,I
ASKR010007662017,APSA,I
ASKR010007672017,PSA,I
ASKR010010552018,PSA,I
ASLK010000182017,PSA,I
ASLK010000572017,PSA,I
ASLK010000582017,PSA,I
ASLK010000792017,PSA,I
ASLK010002162017,ASA,I
ASLK010002172017,PSA,I
ASLK010004142017,Abetment of CP,II
ASNL010001082017,SH,I
ASNL010001092017,APSA,I
ASNL010001482017,PSA,I
ASNL010004852017,PSA,I
ASNL010004862017,PSA,I
ASNL010005032017,SA,I
ASNL010006822017,SA,I
ASNL010008302017,PSA,I
ASNL010009852017,PSA,I
ASLK010001552020,PSA,I
ASBK010000122018,PSA,I
ASBK010000132018,SA,I
ASBK010000142018,PSA,I
ASBK010000152018,SA,I
ASBK010000362018,SA,I
ASBK010000402018,SA,I
ASBK010000472018,PSA,I
ASBK010000542018,PSA,I
ASBK010000572018,SA,I
ASBK010000882018,SA,I
ASBK010001002018,PSA,I
ASBK010001142018,PSA,I
ASBK010001332018,Not Available,Offence not known
ASBK010001472018,PSA,I
ASBK010001592018,PSA,I
ASBK010001622018,PSA,I
ASBK010001712018,PSA,I
ASBK010001752018,SA,I
ASBK010001792018,PSA,I
ASBK010001872018,PSA,I
ASBK010001942018,SA,I
ASBK010002002018,PSA,I
ASBK010002022018,SA,I
ASBK010002082018,APSA,I
ASBK010002162018,PSA,I
ASBK010002172018,PSA,I
ASBK010002192018,PSA,I
ASBK010002252018,PSA,I
ASBK010002272018,PSA,I
ASBK010002282018,PSA,I
ASBK010002362018,PSA,I
ASBK010002512018,SA,I
ASBK010002522018,PSA,I
ASBK010002552018,SA,I
ASBK010002862018,PSA,I
ASBK010002982018,PSA,I
ASBK010003172018,PSA,I
ASBK010003362018,PSA,I
ASBK010003372018,PSA,I
ASBK010003402018,PSA,I
ASBK010004172018,PSA,I
ASBK010004202018,PSA,I
ASKR010000112018,SA,I
ASKR010000612018,PSA,I
ASKR010000642018,PSA,I
ASKR010001852018,PSA,I
ASKR010002142018,PSA,I
ASKR010002152018,SA,I
ASKR010002712018,PSA,I
ASKR010003052018,SA,I
ASKR010003882018,PSA,I
ASKR010003992018,PSA,I
ASKR010004832018,PSA,I
ASKR010004852018,PSA,I
ASKR010006072018,PSA,I
ASKR010006102018,PSA,I
ASKR010006302018,PSA,I
ASKR010006312018,PSA,I
ASKR010006322018,PSA,I
ASKR010006382018,PSA,I
ASKR010007112018,SA,I
ASKR010007712018,PSA,I
ASKR010008182018,PSA,I
ASKR010008192018,SA,I
ASKR010008252018,SA,I
ASKR010008762018,APSA,I
ASKR010008982018,PSA,I
ASKR010009022018,APSA,I
ASKR010009032018,PSA,I
ASKR010009042018,PSA,I
ASKR010009222018,PSA,I
ASKR010009252018,SA,I
ASKR010009292018,PSA,I
ASKR010009672018,PSA,I
ASKR010009742018,PSA,I
ASKR010009852018,SA,I
ASKR010009862018,PSA,I
ASKR010010132018,PSA,I
ASKR010010562018,ASA,I
ASKR060000022014,Not Available,Offence not known
ASKR060000072017,SA,I
ASKR060000102018,APSA,I
ASKR060000112018,Not Available,Offence not known
ASKR060000162016,Not Available,Offence not known
ASKR060000302017,Not Available,Offence not known
ASKR060000312017,PSA,I
ASKR060000342017,Not Available,Offence not known
ASKR060000362017,APSA,I
ASKR060000522017,Not Available,Offence not known
ASKR060000522018,SH,I
ASKR060000552018,PSA,I
ASKR060000562018,SA,I
ASKR060000762018,PSA,I
ASKR060000802018,SA,I
ASKR060000822018,PSA,I
ASKR060000842018,PSA,I
ASNL010002912018,PSA,I
ASKR060000982018,SA,I
ASKR060001172018,PSA,I
ASKR060001462018,PSA,I
ASKR060001532018,SA,I
ASKR060001632018,SA,I
ASKR060001722018,APSA,I
ASKR060001742018,PSA,I
ASKR060001752018,PSA,I
ASKR060002092018,PSA,I
ASKR060002182018,SA,I
ASLK010005432018,PSA,I
ASLK010005852018,APSA,I
ASLK010005892018,PSA,I
ASLK010005972018,PSA,I
ASLK010005992018,PSA,I
ASLK010008602018,PSA,I
ASNL010002142018,SA,I
ASNL010002872018,SA,I
ASNL010002952018,SA,I
ASNL010002962018,SA,I
ASNL010003052018,PSA,I
ASNL010003252018,APSA,I
ASNL010003272018,APSA,I
ASNL010003362018,SA,I
ASNL010003382018,SA,I
ASNL010004452018,SH,I
ASNL010005192018,PSA,I
ASNL010005252018,PSA,I
ASNL010006182018,ASA,I
ASNL010006252018,ASA,I
ASNL010006342018,APSA,I
ASNL010006352018,PSA,I
ASNL010006412018,PSA,I
ASNL010006422018,SH,I
ASNL010006432018,PSA,I
ASNL010006552018,ASA,I
ASNL010006582018,ASA,I
ASNL010006952018,SH,I
ASNL010006962018,SH,I
ASNL010007212018,SA,I
ASNL010007342018,PSA,I
ASNL010007602018,APSA,I
ASNL010007792018,PSA,I
ASNL010008262018,SH,I
ASNL010008282018,PSA,I
ASNL010008702018,SH,I
ASDH010000622019,PSA,I
ASDH010000652019,SA,I
ASDH010000722019,PSA,I
ASKR060000192019,APSA,I
ASKR060000322019,SA,I
ASKR060000502019,SA,I
ASKR060000512019,SA,I
ASKR060000522019,PSA,I
ASKR060000592019,SA,I
ASKR060000722019,PSA,I
ASKR060000732019,PSA,I
ASKR060000862019,APSA,I
ASKR060001322019,PSA,I
ASKR060001562019,PSA,I
ASKR060001602019,PSA,I
ASKR060004582019,PSA,I
ASKR060004872019,PSA,I
ASKR060004882019,SA,I
ASKR060005032019,SA,I
ASKR060005072019,PSA,I
ASKR060005332019,PSA,I
ASLK010000362019,PSA,I
ASLK010005942019,SA,I
ASLK010006322019,PSA,I
ASLK010006882019,PSA,I
ASLK010007162019,Not Available,Offence not known
ASLK010007232019,PSA,I
ASLK010007282019,PSA,I
ASLK010007752019,PSA,I
ASLK010007972019,PSA,I
ASLK010008142019,PSA,I
ASLK010008152019,APSA,I
ASLK010008242019,PSA,I
ASLK010008312019,SA,I
ASLK010008372019,PSA,I
ASLK010008382019,PSA,I
ASLK010008732019,PSA,I
ASLK010009082019,PSA,I
ASLK010009332019,PSA,I
ASLK010010772019,APSA,I
ASLK010010782019,PSA,I
ASLK010010792019,PSA,I
ASLK010011202019,PSA,I
ASNL010000252019,PSA,I
ASNL010000652019,PSA,I
ASNL010000662019,SH,I
ASNL010000702019,PSA,I
ASNL010000712019,PSA,I
ASNL010000862019,PSA,I
ASNL010000872019,PSA,I
ASNL010001012019,PSA,I
ASNL010001492019,APSA,I
ASNL010001872019,SA,I
ASNL010002052019,PSA,I
ASNL010002672019,PSA,I
ASNL010002682019,SA,I
ASNL010003402019,PSA,I
ASNL010003622019,PSA,I
ASNL010004432019,PSA,I
ASNL010004722019,PSA,I
ASNL010005422019,APSA,I
ASNL010005512019,PSA,I
ASNL010005522019,Abetment of APSA,II
ASNL010005532019,SH,I
ASNL010005542019,PSA,I
ASNL010005622019,PSA,I
ASNL010005732019,PSA,I
ASNL010005742019,PSA,I
ASNL010005792019,PSA,I
ASNL010005802019,PSA,I
ASNL010006482019,SH,I
ASNL010006492019,ASA,I
ASNL010006522019,APSA,I
ASNL010006532019,PSA,I
ASNL010006622019,ASA,I
ASNL010006792019,PSA,I
ASNL010006802019,PSA,I
ASNL010006842019,PSA,I
ASNL010006982019,PSA,I
ASNL010007042019,PSA,I
ASNL010007052019,APSA,I
ASNL010007062019,PSA,I
ASNL010007962019,PSA,I
ASNL010008132019,SA,I
ASNL010008432019,PSA,I
ASNL010008452019,SA,I
ASNL010008802019,PSA,I
ASNL010008842019,PSA,I
ASNL010008852019,PSA,I
ASNL010008932019,PSA,I
ASNL010008962019,SA,I
ASNL010009002019,PSA,I
ASNL010009112019,PSA,I
ASBK010003032018,SA,I
ASKK010003632014,SA,I
ASKR010003612016,PSA,I
AS22010000562014,SA,I
AS22010001602013,PSA,I
AS22010001612013,SA,I
AS22010001622013,SA,I
AS22010004822015,SA,I
ASBK010000842018,PSA,I
ASBK010001812018,ASA,I
ASBK010001902018,PSA,I
ASBK010001992018,SA,I
ASBK010002112018,PSA,I
ASBK010002502018,PSA,I
ASBK010002622018,SA,I
ASBK010003522018,SA,I
ASCH010001602019,APSA,I
ASDU100001002017,SA,I
ASDU100001032017,PSA,I
ASKK010000362015,PSA,I
ASKK010000372015,PSA,I
ASKR010000032018,PSA,I
ASKR010000052016,SA,I
ASKR010000102015,PSA,I
ASKR010000152016,PSA,I
ASKR010000192014,SA,I
ASKR010000272015,PSA,I
ASKR010000392018,SA,I
ASKR010000482017,PSA,I
ASKR010000492017,PSA,I
ASKR010000522018,PSA,I
ASKR010000562017,SA,I
ASKR010000632018,PSA,I
ASKR010000652018,SA,I
ASKR010001122016,APSA,I
ASKR010001302018,PSA,I
ASKR010001312018,SH,I
ASKR010001442018,PSA,I
ASKR010001872018,Abetment of CP,II
ASKR010002182017,SA,I
ASNL010001462018,SA,I
ASKR010002262014,PSA,I
ASKR010002412017,APSA,I
ASKR010002932017,SA,I
ASKR010003212016,PSA,I
ASKR010003392017,APSA,I
ASKR010003562018,PSA,I
ASKR010003762018,SA,I
ASKR010003782018,SA,I
ASKR010003792018,PSA,I
ASKR010004112018,PSA,I
ASKR010004622018,SA,I
ASKR010004682018,PSA,I
ASKR010004842018,PSA,I
ASKR010005962018,PSA,I
ASKR010005972018,PSA,I
ASKR010006272018,PSA,I
ASKR010006442017,SA,I
ASKR010006572018,PSA,I
ASKR010006702018,PSA,I
ASKR010006872018,PSA,I
ASKR010007112017,SA,I
ASKR010007122018,PSA,I
ASKR010007822018,Not Available,Offence not known
ASKR010008112017,Not Available,Offence not known
ASKR010008372018,PSA,I
ASKR010008642018,PSA,I
ASKR010009232018,APSA,I
ASKR010009242018,SA,I
ASKR010009682018,PSA,I
ASKR010009832018,PSA,I
ASKR060000172015,Not Available,Offence not known
ASKR060000222016,Not Available,Offence not known
ASKR060000232015,PSA,I
ASKR060000252018,APSA,I
ASKR060000332019,PSA,I
ASKR060000352017,Not Available,Offence not known
ASKR060000612019,SA,I
ASKR060000962019,PSA,I
ASKR060001672018,SA,I
ASLK010001692017,SA,I
ASLK010001962017,SA,I
ASLK010002552017,PSA,I
ASLK010002762016,SA,I
ASLK010002792017,SA,I
ASLK010002982017,PSA,I
ASLK010003152017,SA,I
ASLK010003432015,SA,I
ASNL010001502019,PSA,I
ASLK010003582017,SA,I
ASLK010004192015,SA,I
ASLK010005442018,PSA,I
ASLK010005862018,PSA,I
ASLK010005882018,PSA,I
ASLK010005932019,PSA,I
ASLK010005962018,PSA,I
ASLK010005982018,PSA,I
ASLK010006472016,SH,I
ASLK010007272019,PSA,I
ASLK010007982019,PSA,I
ASBK010004732019,PSA,I
ASLK010009282016,APSA,I
ASLK010009322016,SH,I
ASLK010009822019,SA,I
ASLK010011102016,SA,I
ASLK010011272019,PSA,I
ASLK010012682016,SA,I
ASLK010013262016,ASA,I
ASLK010013282016,PSA,I
ASMR010000482015,PSA,I
ASMR010000512015,PSA,I
ASMR010001692016,PSA,I
ASKR010002172014,APSA,I
ASMR010002172015,PSA,I
ASMR010002252016,PSA,I
ASMR010002742016,SA,I
ASMR010003152015,APSA,I
ASMR010003952015,PSA,I
ASMR010003962015,PSA,I
ASMR010004092015,PSA,I
ASMR010004932015,PSA,I
ASMR010005102015,PSA,I
ASMR010005252016,PSA,I
ASMR010005472016,SA,I
ASKR010002282018,SA,I
ASMR010005902016,PSA,I
ASMR010005912016,PSA,I
ASMR010006132016,PSA,I
ASMR010006192016,PSA,I
ASMR010006912014,Not Available,Offence not known
ASMR010007202016,PSA,I
ASMR010007452015,SH,I
ASMR010007812014,Not Available,Offence not known
ASMR010007812016,PSA,I
ASMR010007932014,SH,I
ASMR010008382014,PSA,I
ASMR010008582015,PSA,I
ASMR010008912016,PSA,I
ASMR010009762016,SA,I
ASMR010009822016,PSA,I
ASNL010000432016,PSA,I
ASNL010001062018,PSA,I
ASNL010001272017,PSA,I
ASNL010001272018,PSA,I
ASNL010001332018,PSA,I
ASNL010001352017,SA,I
ASNL010001372016,PSA,I
ASNL010001862019,APSA,I
ASNL010003242018,PSA,I
ASNL010003532015,PSA,I
ASNL010003632019,PSA,I
ASNL010004352015,APSA,I
ASNL010004422016,PSA,I
ASNL010004842017,PSA,I
ASNL010004882017,PSA,I
ASNL010005282018,ASA,I
ASNL010005632019,PSA,I
ASNL010005782018,PSA,I
ASNL010006032018,PSA,I
ASNL010006412017,PSA,I
ASNL010006722015,SA,I
ASNL010006812017,PSA,I
ASNL010007592018,PSA,I
ASNL010007722018,APSA,I
ASNL010008012018,SA,I
ASNL010008082018,SH,I
ASNL010008292017,PSA,I
ASNL010008462018,APSA,I
ASNL010008872014,PSA,I
ASNL010009032015,PSA,I
ASNL010009472014,PSA,I
ASNL010009722017,SH,I
ASNL010010612017,PSA,I
ASNL010011502016,PSA,I
ASNL010011912017,PSA,I
ASNL010012002017,PSA,I
ASLK010006392019,Abetment of SA,II
ASKR010000422014,PSA,I
ASBK010002352018,PSA,I
ASMR010004992015,PSA,I
ASMR010007852016,PSA,I
ASNL010007292016,PSA,I
ASLK010001332017,APSA,I
ASBK010000792018,SA,I
ASBK010001552018,SA,I
ASLK010005872018,PSA,I
AS22010000552014,PSA,I
AS22010003112014,ASA,I
AS22010004432015,PSA,I
ASKR010002412016,PSA,I
AS22010004812015,PSA,I
AS22010006522016,APSA,I
ASDU100000552016,PSA,I
ASDU100000562015,PSA,I
ASDU100000992017,PSA,I
ASDU100001042017,PSA,I
ASKR010000042014,APSA,I
ASKR010000082016,PSA,I
ASKR010000292015,PSA,I
ASKR010000402015,ASA,I
ASKR010001502014,PSA,I
ASKR010001692018,SA,I
ASKR010002692018,SA,I
ASKR010003242017,SA,I
ASKR010004082016,PSA,I
ASKR010004122014,APSA,I
ASKR010004192018,PSA,I
ASKR010004672017,SA,I
ASKR010005782017,APSA,I
ASKR010005902018,SA,I
ASKR010006182018,PSA,I
ASKR010006192018,PSA,I
ASKR010007002017,SA,I
ASKR010008592018,SA,I
ASKR010010042018,SA,I
ASKR060000172016,Not Available,Offence not known
ASKR060000392016,PSA,I
ASKR060000532018,SA,I
ASKR060001662018,PSA,I
ASLK010005362016,SH,I
ASLK010006152016,PSA,I
ASLK010008502016,SA,I
ASLK010011222016,SA,I
ASLK010012272016,SA,I
ASMR010000422015,APSA,I
ASMR010001992015,PSA,I
ASMR010006322014,PSA,I
ASMR010006732016,SH,I
ASMR010006932014,Not Available,Offence not known
ASMR010007102016,PSA,I
ASMR010007582014,PSA,I
ASLK010009072019,SA,I
ASNL010001882016,PSA,I
ASNL010003762019,APSA,I
ASNL010004062016,SA,I
ASNL010004472019,PSA,I
ASNL010010622017,PSA,I
ASNL010011862017,SA,I
ASMR010000492015,PSA,I
ASMR010008072014,PSA,I
ASBK010000112018,Not Available,Offence not known
ASBK010000162018,PSA,I
ASBK010001682018,PSA,I
ASBK010002852018,PSA,I
ASBK010004262018,PSA,I
ASKR010000022016,PSA,I
ASKR010000132015,PSA,I
ASLK010006262018,PSA,I
ASLK010008612018,PSA,I
ASLK010006802019,PSA,I
ASLK010006872019,APSA,I
ASLK010007382019,PSA,I
ASLK010007462019,SA,I
ASLK010007682019,Abetment of SA,II
ASLK010008032019,APSA,I
ASLK010008532019,PSA,I
ASLK010008722019,APSA,I
ASLK010008922019,APSA,I
ASLK010009092019,APSA,I
ASLK010009172019,APSA,I
ASLK010009272019,Not Available,Offence not known
ASLK010009482019,SA,I
ASLK010009492019,PSA,I
ASLK010010712019,PSA,I
ASLK010010732019,PSA,I
ASLK010010842019,SA,I
ASLK010010992019,PSA,I
ASLK010011052019,APSA,I
ASLK010011122019,PSA,I
ASLK010011132019,PSA,I
ASLK010000052020,SA,I
ASLK010000232020,PSA,I
ASLK010000242020,SA,I
ASLK010000322020,APSA,I
ASLK010000332020,PSA,I
ASLK010000422020,SH,I
ASLK010000552020,PSA,I
ASMR010004082015,PSA,I
ASMR010006922014,Not Available,Offence not known
ASMR010008222014,PSA,I
ASLK010002012015,SA,I
ASLK010012532016,PSA,I
ASKR010005872017,SA,I
ASKR010008712017,PSA,I
ASNL010006832017,PSA,I
ASBK010001022018,PSA,I
ASBK010001572018,PSA,I
ASBK010002242018,PSA,I
ASBK010002802018,PSA,I
ASBK010003022018,PSA,I
ASBK010003082018,PSA,I
ASKR060000222015,Not Available,Offence not known
ASNL010002102019,PSA,I
ASBK010001782018,PSA,I
ASKK010003622014,Not Available,Offence not known
ASKR010005472018,PSA,I
ASKR010006602017,Not Available,Offence not known
ASNL010009162019,SA,I
ASBK010002792018,PSA,I
ASLK010004152017,PSA,I
ASKR010004032014,SH,I
ASKK020000402015,APSA,I
ASKR010000112015,SA,I
ASKR010000172015,SA,I
ASKR010000042016,PSA,I
ASKR010000112016,PSA,I
ASKR010000672016,PSA,I
ASKR010001592016,PSA,I
ASMR010008812016,SH,I
ASNL010001432016,PSA,I
ASNL010001492016,PSA,I
ASNL010001762016,PSA,I
ASNL010007082016,PSA,I
ASNL010007092016,PSA,I
ASNL010010922016,PSA,I
ASNL010011562016,Not Available,Offence not known
ASKR010003582017,SH,I
ASKR010006082017,PSA,I
ASKR010006302017,PSA,I
ASNL010001102017,PSA,I
ASNL010001492017,PSA,I
ASNL010001662017,PSA,I
ASNL010001672017,SA,I
ASNL010004872017,PSA,I
ASNL010005042017,PSA,I
ASNL010005292017,PSA,I
ASNL010005492017,PSA,I
ASNL010005502017,SA,I
ASNL010005642017,PSA,I
ASNL010005842017,PSA,I
ASNL010005852017,PSA,I
ASNL010006842017,Not Available,Offence not known
ASNL010008312017,SA,I
ASNL010009712017,PSA,I
ASNL010009782017,SA,I
ASNL010009812017,PSA,I
ASNL010010322017,PSA,I
ASKR010005332018,PSA,I
ASKR010008802018,PSA,I
ASKR010008972018,PSA,I
ASKR060000312016,PSA,I
ASNL010000272020,PSA,I
ASDH010000302020,PSA,I
ASKR060000072020,Not Available,Offence not known
ASKR060000172020,SA,I
ASNL010000172020,PSA,I
ASNL010000262020,PSA,I
ASNL010000492020,PSA,I
ASNL010000502020,PSA,I
ASNL010000662020,PSA,I
ASNL010000672020,PSA,I
ASNL010000712020,PSA,I
ASNL010001302020,Not Available,Offence not known
ASDR010005322018,PSA,I
ASDR010005452018,APSA,I
ASDR010002972019,PSA,I
ASDR010005632018,SA,I
ASDR010004292019,PSA,I
ASDR010002502020,PSA,I
ASDR010002512020,PSA,I
ASBK010000032020,PSA,I
ASBK010000092020,PSA,I
ASBK010000112000,PSA,I
ASBK010000252019,PSA,I
ASBK010000362020,PSA,I
ASBK010000572019,PSA,I
ASBK010000662020,PSA,I
ASBK010000672020,PSA,I
ASBK010000702020,PSA,I
ASBK010000722020,SA,I
ASBK010000732019,PSA,I
ASBK010000732020,PSA,I
ASBK010000792019,PSA,I
ASBK010000812019,SA,I
ASBK010000942019,SA,I
ASBK010000972020,SA,I
ASBK010000992019,PSA,I
ASBK010001002019,APSA,I
ASBK010001052019,PSA,I
ASBK010001522019,PSA,I
ASBK010001672019,SA,I
ASBK010002042019,PSA,I
ASBK010002162019,SA,I
ASBK010002432019,PSA,I
ASBK010002462019,PSA,I
ASBK010002502019,PSA,I
ASBK010002512019,SA,I
ASBK010002742019,PSA,I
ASBK010002752019,PSA,I
ASBK010002902019,PSA,I
ASBK010002932019,SH,I
ASBK010003022019,PSA,I
ASBK010003072019,SA,I
ASBK010003182018,PSA,I
ASBK010003222018,PSA,I
ASBK010003392019,SA,I
ASBK010003442019,SA,I
ASBK010003462018,PSA,I
ASBK010003612018,PSA,I
ASBK010003622019,PSA,I
ASBK010003652018,PSA,I
ASBK010003682018,ASA,I
ASBK010003692018,SA,I
ASBK010003712018,Not Available,Offence not known
ASBK010003722018,PSA,I
ASBK010003782019,PSA,I
ASBK010003822018,APSA,I
ASBK010003872018,PSA,I
ASBK010003902018,PSA,I
ASBK010004002019,SA,I
ASBK010004042018,PSA,I
ASBK010004072019,PSA,I
ASBK010004272018,SA,I
ASBK010004282019,PSA,I
ASBN010004222019,SA,I
ASBK010004322018,PSA,I
ASBK010004342019,PSA,I
ASBK010004362018,PSA,I
ASBK010004372018,PSA,I
ASBK010004382018,ASA,I
ASBK010004392018,SA,I
ASBK010004402018,PSA,I
ASBK010004412018,SA,I
ASBK010004422018,SA,I
ASBK010004432018,SA,I
ASBK010004452018,SA,I
ASBK010004542018,PSA,I
ASBK010004672018,PSA,I
ASBK010004712019,PSA,I
ASBK010004732018,PSA,I
ASBK010004772019,PSA,I
ASBK010004822018,SA,I
ASBK010004832018,PSA,I
ASBK010004902018,PSA,I
ASBK010004972019,PSA,I
ASBK010004982019,PSA,I
ASBK010005032019,PSA,I
ASBK010005042018,PSA,I
ASBK010005042019,PSA,I
ASBK010005062018,PSA,I
ASBK010005102019,SA,I
ASBK010005112019,PSA,I
ASBK010005282019,APSA,I
ASBK010005302019,SA,I
ASBK010005322019,PSA,I
ASBK010005332019,PSA,I
ASBK010005432019,PSA,I
ASBK010005512019,SA,I
ASBK010005652019,Not Available,Offence not known
ASBK010005712018,PSA,I
ASBK010005882019,PSA,I
ASBK010005892019,PSA,I
ASBK010005902018,SA,I
ASBK010005902019,SA,I
ASBK010005912018,PSA,I
ASBK010005922018,SA,I
ASBK010005942018,PSA,I
ASBK010005952018,SH,I
ASBK010005982019,PSA,I
ASBK010006082018,ASA,I
ASBK010006162019,PSA,I
ASBK010006252019,APSA,I
